distance,angle
2.996239254163609811e+00,0.000000000000000000e+00
3.057606582460857592e+00,8.000000000000000444e-01
2.942003480127994397e+00,1.600000000000000089e+00
3.032903162298115962e+00,2.400000000000000355e+00
2.972819870119662866e+00,3.200000000000000178e+00
2.959637157428913312e+00,4.000000000000000000e+00
3.004114029133436503e+00,4.800000000000000711e+00
2.951974052069378018e+00,5.600000000000000533e+00
2.985386209875956709e+00,6.400000000000000355e+00
2.951399996961157068e+00,7.200000000000000178e+00
3.148524734254210866e+00,8.000000000000000000e+00
3.037876536923433513e+00,8.800000000000000711e+00
3.000028761078000095e+00,9.600000000000001421e+00
3.063162041648605616e+00,1.040000000000000036e+01
3.051373246469188949e+00,1.120000000000000107e+01
3.053467413085054982e+00,1.200000000000000000e+01
3.114240899195640289e+00,1.280000000000000071e+01
3.133305205445564567e+00,1.360000000000000142e+01
3.064445109374749343e+00,1.440000000000000036e+01
3.072953594625221108e+00,1.520000000000000107e+01
3.103730140062028298e+00,1.600000000000000000e+01
2.989477115522762851e+00,1.680000000000000071e+01
3.051948193118485086e+00,1.760000000000000142e+01
3.248066573740479690e+00,1.840000000000000213e+01
3.281210924444087684e+00,1.920000000000000284e+01
3.176632200357256686e+00,2.000000000000000000e+01
3.246159679184742242e+00,2.080000000000000071e+01
3.246667403498331161e+00,2.160000000000000142e+01
3.444644974641422941e+00,2.240000000000000213e+01
3.337021615523317219e+00,2.320000000000000284e+01
3.275507441340502535e+00,2.400000000000000000e+01
3.241617734689478780e+00,2.480000000000000071e+01
3.219681188877643319e+00,2.560000000000000142e+01
3.362920921510405226e+00,2.640000000000000213e+01
3.321974998446828309e+00,2.720000000000000284e+01
3.301062034708814874e+00,2.800000000000000000e+01
3.379188695443043677e+00,2.880000000000000071e+01
3.375646044828969572e+00,2.960000000000000142e+01
3.595570260300588128e+00,3.040000000000000213e+01
3.569120815083037801e+00,3.120000000000000284e+01
3.536971140098790656e+00,3.200000000000000000e+01
3.674660205970531557e+00,3.280000000000000426e+01
3.607354395113368639e+00,3.360000000000000142e+01
3.573233202550142540e+00,3.439999999999999858e+01
3.783157003041504041e+00,3.520000000000000284e+01
3.748171699364466036e+00,3.600000000000000000e+01
3.668852423328500034e+00,3.680000000000000426e+01
3.772079698857272234e+00,3.760000000000000142e+01
3.760989551775005602e+00,3.840000000000000568e+01
3.764181897750952466e+00,3.920000000000000284e+01
3.988764203302657574e+00,4.000000000000000000e+01
4.114379579066913095e+00,4.080000000000000426e+01
3.899563241231058797e+00,4.160000000000000142e+01
4.108275730838552242e+00,4.240000000000000568e+01
4.061850310796680574e+00,4.320000000000000284e+01
4.129859734683853922e+00,4.400000000000000000e+01
4.177816547248620616e+00,4.480000000000000426e+01
4.213684472386463931e+00,4.560000000000000142e+01
4.354446339223386531e+00,4.640000000000000568e+01
4.342013025277941196e+00,4.720000000000000284e+01
4.507681132626553122e+00,4.800000000000000000e+01
4.549922072372411641e+00,4.880000000000000426e+01
4.606652430037313728e+00,4.960000000000000142e+01
4.621015568364179593e+00,5.040000000000000568e+01
4.732485928722026003e+00,5.120000000000000284e+01
4.946425260633209753e+00,5.200000000000000000e+01
5.011676260801664284e+00,5.280000000000000426e+01
4.956611175869744201e+00,5.360000000000000142e+01
5.163788567754927783e+00,5.440000000000000568e+01
5.335571817150218443e+00,5.520000000000000284e+01
5.185751938435352315e+00,5.600000000000000000e+01
5.538358825853569201e+00,5.680000000000000426e+01
5.524625872021359463e+00,5.760000000000000142e+01
5.790682317109598465e+00,5.840000000000000568e+01
2.795106954230599960e+00,5.920000000000000284e+01
2.515574468989050683e+00,6.000000000000000000e+01
2.404743883443022145e+00,6.080000000000000426e+01
2.396364592194628607e+00,6.160000000000000142e+01
2.332342993302038536e+00,6.240000000000000568e+01
2.217360944409011658e+00,6.320000000000000284e+01
2.232698539986223807e+00,6.400000000000000000e+01
2.085640538127646160e+00,6.479999999999999716e+01
2.112462536471148677e+00,6.560000000000000853e+01
2.027096452560916529e+00,6.640000000000000568e+01
2.016484428277117047e+00,6.720000000000000284e+01
2.013780131877950463e+00,6.800000000000000000e+01
1.949145627723037011e+00,6.879999999999999716e+01
1.941957128093894980e+00,6.960000000000000853e+01
1.971719938152427520e+00,7.040000000000000568e+01
1.888455682672784519e+00,7.120000000000000284e+01
1.921455705713315254e+00,7.200000000000000000e+01
1.828514070733602948e+00,7.279999999999999716e+01
1.872751228807013613e+00,7.360000000000000853e+01
1.889715629061070157e+00,7.440000000000000568e+01
1.731573785819013889e+00,7.520000000000000284e+01
1.778812907163451085e+00,7.600000000000000000e+01
1.815405176669811826e+00,7.680000000000001137e+01
1.775528694315104516e+00,7.760000000000000853e+01
1.784950480760011837e+00,7.840000000000000568e+01
1.740454176453463786e+00,7.920000000000000284e+01
1.755572556738855372e+00,8.000000000000000000e+01
1.738737925764649361e+00,8.080000000000001137e+01
1.777155619367717154e+00,8.160000000000000853e+01
1.738594879482247224e+00,8.240000000000000568e+01
1.735372758887453681e+00,8.320000000000000284e+01
1.704242807485442768e+00,8.400000000000000000e+01
1.697054299429122004e+00,8.480000000000001137e+01
1.695033435007731182e+00,8.560000000000000853e+01
1.720023005905812363e+00,8.640000000000000568e+01
1.689613114048910347e+00,8.720000000000000284e+01
1.711881210422030675e+00,8.800000000000000000e+01
1.771319156323656108e+00,8.880000000000001137e+01
1.729700203144381110e+00,8.960000000000000853e+01
1.688995234296488457e+00,9.040000000000000568e+01
1.741584119496849770e+00,9.120000000000000284e+01
1.688126148887460376e+00,9.200000000000000000e+01
1.634502277044908913e+00,9.280000000000001137e+01
1.672152688762162054e+00,9.360000000000000853e+01
1.645850863222444893e+00,9.440000000000000568e+01
1.701718924828496515e+00,9.520000000000000284e+01
1.719031182250938095e+00,9.600000000000000000e+01
1.781528655428833430e+00,9.680000000000001137e+01
1.741103305218263397e+00,9.760000000000000853e+01
1.728986515886066222e+00,9.840000000000000568e+01
1.773100933589789374e+00,9.920000000000000284e+01
1.675035567907551037e+00,1.000000000000000000e+02
1.770037228607620028e+00,1.008000000000000114e+02
1.799114923139725208e+00,1.016000000000000085e+02
1.730048816784614418e+00,1.024000000000000057e+02
1.835745564925038931e+00,1.032000000000000028e+02
1.819860100328477559e+00,1.040000000000000000e+02
1.806491866227152743e+00,1.048000000000000114e+02
1.860004696606339936e+00,1.056000000000000085e+02
1.937272583431687734e+00,1.064000000000000057e+02
1.877587438858883573e+00,1.072000000000000028e+02
1.899250824295816376e+00,1.080000000000000000e+02
1.892946537994312894e+00,1.088000000000000114e+02
1.899968346700035671e+00,1.096000000000000085e+02
1.989508187321391564e+00,1.104000000000000057e+02
1.949317361010207694e+00,1.112000000000000028e+02
2.014752573310339301e+00,1.120000000000000000e+02
2.023601786452522422e+00,1.128000000000000114e+02
2.097312814561356209e+00,1.136000000000000085e+02
2.129373682099485077e+00,1.144000000000000057e+02
2.202095771550439895e+00,1.152000000000000028e+02
2.182055400141093227e+00,1.160000000000000000e+02
2.246014914122594686e+00,1.168000000000000114e+02
2.274870040649004554e+00,1.176000000000000085e+02
2.372788910890308856e+00,1.184000000000000057e+02
2.504410801734740399e+00,1.192000000000000028e+02
2.649292921193605821e+00,1.200000000000000000e+02
2.786086053849745170e+00,1.208000000000000114e+02
8.361535303542130038e+00,1.216000000000000085e+02
8.515399151292829316e+00,1.224000000000000057e+02
8.434729795389948492e+00,1.232000000000000028e+02
8.760461110797168161e+00,1.240000000000000000e+02
8.392712841306970262e+00,1.248000000000000114e+02
8.394713999218133438e+00,1.256000000000000085e+02
8.387416063250144660e+00,1.264000000000000057e+02
9.051067688068288319e+00,1.272000000000000028e+02
8.999383776720423000e+00,1.280000000000000000e+02
8.971997337108232884e+00,1.288000000000000114e+02
9.135723069892911496e+00,1.295999999999999943e+02
8.985012921425685306e+00,1.304000000000000057e+02
4.220909423911068714e+00,1.312000000000000171e+02
3.837580939710699024e+00,1.320000000000000000e+02
3.726485868048539096e+00,1.328000000000000114e+02
3.691245342566237930e+00,1.335999999999999943e+02
3.609660492677629673e+00,1.344000000000000057e+02
3.539243437597535902e+00,1.352000000000000171e+02
3.425127135753032181e+00,1.360000000000000000e+02
3.476018187279132032e+00,1.368000000000000114e+02
3.540960154489971146e+00,1.375999999999999943e+02
3.477350928657933604e+00,1.384000000000000057e+02
3.471325388336693685e+00,1.392000000000000171e+02
3.311572182809507492e+00,1.400000000000000000e+02
3.264936075961633488e+00,1.408000000000000114e+02
3.310784809917866500e+00,1.415999999999999943e+02
3.314117787249007741e+00,1.424000000000000057e+02
3.376935794347140085e+00,1.432000000000000171e+02
3.189867370062961172e+00,1.440000000000000000e+02
3.402402707902711487e+00,1.448000000000000114e+02
3.293526879361253101e+00,1.455999999999999943e+02
3.281081215961279440e+00,1.464000000000000057e+02
