distance,angle
1.230620955481025236e+00,0.000000000000000000e+00
1.200085422103362998e+00,8.000000000000000444e-01
1.227850966546566447e+00,1.600000000000000089e+00
1.229772486616819593e+00,2.400000000000000355e+00
1.189678218288813705e+00,3.200000000000000178e+00
1.208445167542207210e+00,4.000000000000000000e+00
1.277939655285110332e+00,4.800000000000000711e+00
1.222251634240997475e+00,5.600000000000000533e+00
1.276663452378330454e+00,6.400000000000000355e+00
1.230085397859310925e+00,7.200000000000000178e+00
1.181740667871961303e+00,8.000000000000000000e+00
1.270195519801559758e+00,8.800000000000000711e+00
1.260417142744734376e+00,9.600000000000001421e+00
1.267106324689845964e+00,1.040000000000000036e+01
1.308350172897262853e+00,1.120000000000000107e+01
1.238056927374689753e+00,1.200000000000000000e+01
1.216830315499040971e+00,1.280000000000000071e+01
1.279208014935029558e+00,1.360000000000000142e+01
1.256654724424918212e+00,1.440000000000000036e+01
1.306737529451819091e+00,1.520000000000000107e+01
1.256485775209948974e+00,1.600000000000000000e+01
1.297481513306002254e+00,1.680000000000000071e+01
1.295237581768124757e+00,1.760000000000000142e+01
1.309248395474621240e+00,1.840000000000000213e+01
1.310150807203098067e+00,1.920000000000000284e+01
1.328848949992574857e+00,2.000000000000000000e+01
1.354924200044167026e+00,2.080000000000000071e+01
1.320443371997797266e+00,2.160000000000000142e+01
1.323644651548564477e+00,2.240000000000000213e+01
1.365340751204026981e+00,2.320000000000000284e+01
1.368165303187127479e+00,2.400000000000000000e+01
1.316504774962373059e+00,2.480000000000000071e+01
1.361353190804105884e+00,2.560000000000000142e+01
1.416546478718484714e+00,2.640000000000000213e+01
1.396538947069341452e+00,2.720000000000000284e+01
1.383766364439600105e+00,2.800000000000000000e+01
1.442719323674888532e+00,2.880000000000000071e+01
1.405404624861087193e+00,2.960000000000000142e+01
1.507944907331156159e+00,3.040000000000000213e+01
1.472160234391483469e+00,3.120000000000000284e+01
1.486472052709074454e+00,3.200000000000000000e+01
1.432314787642687381e+00,3.280000000000000426e+01
1.442364600425774412e+00,3.360000000000000142e+01
1.526821873438061195e+00,3.439999999999999858e+01
1.487317056825489869e+00,3.520000000000000284e+01
1.498488356648316699e+00,3.600000000000000000e+01
1.554224123825237447e+00,3.680000000000000426e+01
1.561399138650036544e+00,3.760000000000000142e+01
1.537588738862985638e+00,3.840000000000000568e+01
1.617631463494400679e+00,3.920000000000000284e+01
1.600165791577143892e+00,4.000000000000000000e+01
1.649512368330251277e+00,4.080000000000000426e+01
1.647635694874465040e+00,4.160000000000000142e+01
1.664597344410462698e+00,4.240000000000000568e+01
1.695731136010343088e+00,4.320000000000000284e+01
1.735350964133961060e+00,4.400000000000000000e+01
1.789571910265898680e+00,4.480000000000000426e+01
1.662365492705439873e+00,4.560000000000000142e+01
1.819404998826291031e+00,4.640000000000000568e+01
1.842687049911377439e+00,4.720000000000000284e+01
1.861524577682273529e+00,4.800000000000000000e+01
1.821005865178502159e+00,4.880000000000000426e+01
1.935376772279138846e+00,4.960000000000000142e+01
1.939729625491955600e+00,5.040000000000000568e+01
1.918906928757259989e+00,5.120000000000000284e+01
2.047347190592528232e+00,5.200000000000000000e+01
1.983502269145453578e+00,5.280000000000000426e+01
2.101107507551038811e+00,5.360000000000000142e+01
2.116073246359911231e+00,5.440000000000000568e+01
2.156429977444693780e+00,5.520000000000000284e+01
2.232028881499509954e+00,5.600000000000000000e+01
2.272594629369400376e+00,5.680000000000000426e+01
2.385000337384878044e+00,5.760000000000000142e+01
2.444191725536176474e+00,5.840000000000000568e+01
2.374957908319001554e+00,5.920000000000000284e+01
2.509130554242493538e+00,6.000000000000000000e+01
2.573690085678017159e+00,6.080000000000000426e+01
