distance,angle
9.172551841259654060e-01,0.000000000000000000e+00
9.529670683600488523e-01,8.000000000000000444e-01
9.327834312251339632e-01,1.600000000000000089e+00
9.300732859383475937e-01,2.400000000000000355e+00
9.375979325012900878e-01,3.200000000000000178e+00
9.437707306836369270e-01,4.000000000000000000e+00
9.673192596307597091e-01,4.800000000000000711e+00
9.999258548611507091e-01,5.600000000000000533e+00
1.034207345383566290e+00,6.400000000000000355e+00
1.023407513318932205e+00,7.200000000000000178e+00
1.020402489957319192e+00,8.000000000000000000e+00
1.025303042456866320e+00,8.800000000000000711e+00
1.027526721667674003e+00,9.600000000000001421e+00
1.058195333110012237e+00,1.040000000000000036e+01
1.058514846693452638e+00,1.120000000000000107e+01
1.092813592445213366e+00,1.200000000000000000e+01
1.076329573747541124e+00,1.280000000000000071e+01
1.139680422459666609e+00,1.360000000000000142e+01
1.138728775748565125e+00,1.440000000000000036e+01
1.181636930480377323e+00,1.520000000000000107e+01
1.124552037703409502e+00,1.600000000000000000e+01
1.175449308785383673e+00,1.680000000000000071e+01
1.207019520769911702e+00,1.760000000000000142e+01
1.256324839665386328e+00,1.840000000000000213e+01
1.270056211102086330e+00,1.920000000000000284e+01
1.308830382336906517e+00,2.000000000000000000e+01
1.358561421635370525e+00,2.080000000000000071e+01
1.410965816473523926e+00,2.160000000000000142e+01
1.413682262077137652e+00,2.240000000000000213e+01
1.520387235786245350e+00,2.320000000000000284e+01
1.540211261433693579e+00,2.400000000000000000e+01
1.653453477218316481e+00,2.480000000000000071e+01
1.836383538145521799e+00,2.560000000000000142e+01
6.092461251709415215e+00,2.640000000000000213e+01
6.023241585747793003e+00,2.720000000000000284e+01
5.895492203417756372e+00,2.800000000000000000e+01
5.565635051827766411e+00,2.880000000000000071e+01
5.505981172206675822e+00,2.960000000000000142e+01
5.381790879668964855e+00,3.040000000000000213e+01
5.226014221714566865e+00,3.120000000000000284e+01
4.962153791730078645e+00,3.200000000000000000e+01
5.017345531572866335e+00,3.280000000000000426e+01
5.069347770169146727e+00,3.360000000000000142e+01
4.994306078769711554e+00,3.439999999999999858e+01
4.657044298957845108e+00,3.520000000000000284e+01
4.602322795466712080e+00,3.600000000000000000e+01
4.541337749459969153e+00,3.680000000000000426e+01
4.407948182672943638e+00,3.760000000000000142e+01
4.249457483801982960e+00,3.840000000000000568e+01
4.342006085662909243e+00,3.920000000000000284e+01
4.278518321959658088e+00,4.000000000000000000e+01
4.203786887610741374e+00,4.080000000000000426e+01
4.271201078626448044e+00,4.160000000000000142e+01
4.094947618863142402e+00,4.240000000000000568e+01
3.940619344080007469e+00,4.320000000000000284e+01
3.943920649453985128e+00,4.400000000000000000e+01
3.789611824427198794e+00,4.480000000000000426e+01
3.891477883648422509e+00,4.560000000000000142e+01
3.880538456950099580e+00,4.640000000000000568e+01
3.660278928917910957e+00,4.720000000000000284e+01
3.682686445474057990e+00,4.800000000000000000e+01
3.683258536642057823e+00,4.880000000000000426e+01
3.611280035710936254e+00,4.960000000000000142e+01
3.606005540727875491e+00,5.040000000000000568e+01
3.500530616924194760e+00,5.120000000000000284e+01
3.490680578104706111e+00,5.200000000000000000e+01
3.387880944077195089e+00,5.280000000000000426e+01
3.402180108853316121e+00,5.360000000000000142e+01
3.285402659369393241e+00,5.440000000000000568e+01
3.333067160420029040e+00,5.520000000000000284e+01
3.303871518259750673e+00,5.600000000000000000e+01
3.338312962793934524e+00,5.680000000000000426e+01
3.258301311508379428e+00,5.760000000000000142e+01
3.197626694527266888e+00,5.840000000000000568e+01
3.078003162262965553e+00,5.920000000000000284e+01
3.150770023749405180e+00,6.000000000000000000e+01
3.145176470856989148e+00,6.080000000000000426e+01
3.097623183308582107e+00,6.160000000000000142e+01
2.999440793707056407e+00,6.240000000000000568e+01
3.120418851033003982e+00,6.320000000000000284e+01
3.023204161052622130e+00,6.400000000000000000e+01
3.114869283050746063e+00,6.479999999999999716e+01
3.067767958908267367e+00,6.560000000000000853e+01
2.958309758203863993e+00,6.640000000000000568e+01
2.926089045779117992e+00,6.720000000000000284e+01
2.915905657227227277e+00,6.800000000000000000e+01
2.930128210222166629e+00,6.879999999999999716e+01
2.960165023950795948e+00,6.960000000000000853e+01
2.873453923392925269e+00,7.040000000000000568e+01
2.827772580694042137e+00,7.120000000000000284e+01
2.923897193461178823e+00,7.200000000000000000e+01
2.790113202025008565e+00,7.279999999999999716e+01
2.803194964658541011e+00,7.360000000000000853e+01
2.874285773241628039e+00,7.440000000000000568e+01
2.809118148313153540e+00,7.520000000000000284e+01
2.815022860977924868e+00,7.600000000000000000e+01
2.829884094670568118e+00,7.680000000000001137e+01
2.858891597078740077e+00,7.760000000000000853e+01
2.725924731348023933e+00,7.840000000000000568e+01
2.838532223861263581e+00,7.920000000000000284e+01
