distance,angle
1.384951829932387912e-01,0.000000000000000000e+00
1.348673510736016767e-01,8.000000000000000444e-01
1.399020709297118525e-01,1.600000000000000089e+00
1.424670950375567513e-01,2.400000000000000355e+00
1.395577258054593317e-01,3.200000000000000178e+00
1.409630042814605799e-01,4.000000000000000000e+00
1.453320561243190423e-01,4.800000000000000711e+00
1.469171913666516838e-01,5.600000000000000533e+00
1.480501109291989525e-01,6.400000000000000355e+00
1.503681036530328807e-01,7.200000000000000178e+00
1.480387714361201534e-01,8.000000000000000000e+00
1.468152957059319919e-01,8.800000000000000711e+00
1.544349175822033460e-01,9.600000000000001421e+00
1.545695760810395503e-01,1.040000000000000036e+01
1.604552668821535577e-01,1.120000000000000107e+01
1.604898186193977061e-01,1.200000000000000000e+01
1.622683667082393255e-01,1.280000000000000071e+01
1.622248665496382192e-01,1.360000000000000142e+01
1.626338683908261362e-01,1.440000000000000036e+01
1.709269486989829223e-01,1.520000000000000107e+01
1.684235150729700703e-01,1.600000000000000000e+01
1.752465179115840210e-01,1.680000000000000071e+01
1.747914600198945123e-01,1.760000000000000142e+01
1.781655791640949227e-01,1.840000000000000213e+01
1.765431850899416011e-01,1.920000000000000284e+01
1.779559141877075923e-01,2.000000000000000000e+01
1.897185326629904356e-01,2.080000000000000071e+01
1.969584182573491660e-01,2.160000000000000142e+01
1.925921681130806640e-01,2.240000000000000213e+01
1.945357709378417732e-01,2.320000000000000284e+01
2.019208938726110847e-01,2.400000000000000000e+01
2.055790806643884583e-01,2.480000000000000071e+01
2.189154529132028015e-01,2.560000000000000142e+01
2.196737390290167957e-01,2.640000000000000213e+01
2.278683558568804779e-01,2.720000000000000284e+01
2.333826755141600595e-01,2.800000000000000000e+01
2.383434807025665847e-01,2.880000000000000071e+01
2.484166497962224940e-01,2.960000000000000142e+01
2.553340231742222133e-01,3.040000000000000213e+01
2.639321297054145754e-01,3.120000000000000284e+01
2.761000624137072701e-01,3.200000000000000000e+01
2.677929168340069110e-01,3.280000000000000426e+01
2.965894256356702008e-01,3.360000000000000142e+01
3.006600261456637835e-01,3.439999999999999858e+01
3.321117312275048139e-01,3.520000000000000284e+01
3.610461522104068677e-01,3.600000000000000000e+01
3.851180552861769857e-01,3.680000000000000426e+01
4.165698287850531090e-01,3.760000000000000142e+01
6.412752311255002446e+00,3.840000000000000568e+01
6.320273352363183328e+00,3.920000000000000284e+01
6.504390096375388453e+00,4.000000000000000000e+01
6.007565758602740225e+00,4.080000000000000426e+01
5.941040290269934410e+00,4.160000000000000142e+01
6.060522701813629176e+00,4.240000000000000568e+01
5.610030442658747951e+00,4.320000000000000284e+01
5.739494809413659304e+00,4.400000000000000000e+01
5.585133404096577436e+00,4.480000000000000426e+01
5.456851237508865360e+00,4.560000000000000142e+01
5.529504210952373988e+00,4.640000000000000568e+01
5.439026620041651050e+00,4.720000000000000284e+01
5.514621250733960700e+00,4.800000000000000000e+01
5.080774704541152431e+00,4.880000000000000426e+01
5.144494781109033354e+00,4.960000000000000142e+01
5.111563297592332411e+00,5.040000000000000568e+01
5.168855344967216325e+00,5.120000000000000284e+01
5.139953137819166074e+00,5.200000000000000000e+01
5.014646359150190413e+00,5.280000000000000426e+01
5.086931360624543430e+00,5.360000000000000142e+01
4.933973123434193475e+00,5.440000000000000568e+01
5.010321856556424258e+00,5.520000000000000284e+01
5.041182622943812142e+00,5.600000000000000000e+01
4.659150880697581876e+00,5.680000000000000426e+01
4.890870026397936776e+00,5.760000000000000142e+01
4.586148358802187630e+00,5.840000000000000568e+01
4.648081263939062957e+00,5.920000000000000284e+01
4.590385889066568303e+00,6.000000000000000000e+01
4.674830133113435870e+00,6.080000000000000426e+01
4.585626723706168306e+00,6.160000000000000142e+01
4.759330861075948604e+00,6.240000000000000568e+01
4.480433531609263831e+00,6.320000000000000284e+01
4.488760920568983792e+00,6.400000000000000000e+01
4.527211644579620220e+00,6.479999999999999716e+01
4.342134524689534203e+00,6.560000000000000853e+01
4.433372729840158399e+00,6.640000000000000568e+01
4.462201406970023321e+00,6.720000000000000284e+01
4.390972223676874897e+00,6.800000000000000000e+01
4.362132863348754164e+00,6.879999999999999716e+01
4.242462677679474048e+00,6.960000000000000853e+01
4.210432878974134319e+00,7.040000000000000568e+01
4.182001853587481222e+00,7.120000000000000284e+01
4.280759104307297669e+00,7.200000000000000000e+01
4.253246496488562123e+00,7.279999999999999716e+01
4.256540542635986135e+00,7.360000000000000853e+01
4.198497798006471271e+00,7.440000000000000568e+01
4.141198896237636262e+00,7.520000000000000284e+01
4.054090033409448068e+00,7.600000000000000000e+01
4.070181468821699511e+00,7.680000000000001137e+01
4.218427056708614842e+00,7.760000000000000853e+01
3.981198949087334515e+00,7.840000000000000568e+01
4.163644136296974274e+00,7.920000000000000284e+01
4.203459474904306603e+00,8.000000000000000000e+01
4.110465734880313526e+00,8.080000000000001137e+01
3.990267130219313341e+00,8.160000000000000853e+01
4.047408084759624991e+00,8.240000000000000568e+01
4.127721630329315161e+00,8.320000000000000284e+01
3.917785918886511176e+00,8.400000000000000000e+01
3.921652628188609935e+00,8.480000000000001137e+01
4.243000591945654598e+00,8.560000000000000853e+01
4.020644647241243597e+00,8.640000000000000568e+01
3.956978144942937980e+00,8.720000000000000284e+01
4.107206242259603179e+00,8.800000000000000000e+01
4.110509272183230145e+00,8.880000000000001137e+01
4.048820165663828519e+00,8.960000000000000853e+01
4.011186193965531999e+00,9.040000000000000568e+01
3.971407660898665704e+00,9.120000000000000284e+01
4.012388555449658334e+00,9.200000000000000000e+01
3.916127367090586731e+00,9.280000000000001137e+01
3.932985777737450395e+00,9.360000000000000853e+01
4.086612159867173411e+00,9.440000000000000568e+01
4.106419025164172787e+00,9.520000000000000284e+01
4.165571755100697438e+00,9.600000000000000000e+01
4.051414304809691558e+00,9.680000000000001137e+01
4.088412227555005884e+00,9.760000000000000853e+01
4.079040065315441943e+00,9.840000000000000568e+01
3.964027704742981939e+00,9.920000000000000284e+01
4.137697968845266416e+00,1.000000000000000000e+02
4.109730924744703806e+00,1.008000000000000114e+02
4.193887713471765366e+00,1.016000000000000085e+02
3.958885109448488482e+00,1.024000000000000057e+02
4.106593954917591383e+00,1.032000000000000028e+02
4.212180188559696781e+00,1.040000000000000000e+02
4.233536167447025989e+00,1.048000000000000114e+02
4.160352030468289719e+00,1.056000000000000085e+02
4.203815360725632999e+00,1.064000000000000057e+02
4.270928043784379291e+00,1.072000000000000028e+02
4.319685980986808005e+00,1.080000000000000000e+02
4.326562082382356067e+00,1.088000000000000114e+02
4.221367411375982037e+00,1.096000000000000085e+02
4.206853909418991400e+00,1.104000000000000057e+02
4.288089781706318604e+00,1.112000000000000028e+02
4.258397901000933850e+00,1.120000000000000000e+02
4.635173989997039001e+00,1.128000000000000114e+02
4.230739873787387140e+00,1.136000000000000085e+02
4.506430665779944889e+00,1.144000000000000057e+02
4.477885632486642287e+00,1.152000000000000028e+02
4.396502170774884810e+00,1.160000000000000000e+02
4.595936006329324641e+00,1.168000000000000114e+02
4.638208985000768614e+00,1.176000000000000085e+02
4.579262110495780469e+00,1.184000000000000057e+02
4.593333682024728581e+00,1.192000000000000028e+02
4.653127752202289358e+00,1.200000000000000000e+02
4.634967241092777357e+00,1.208000000000000114e+02
4.734903462230782623e+00,1.216000000000000085e+02
4.746694206687845252e+00,1.224000000000000057e+02
4.578063456844073897e+00,1.232000000000000028e+02
4.589491073597530502e+00,1.240000000000000000e+02
4.123180161289244694e+00,1.248000000000000114e+02
4.302970239730003144e+00,1.256000000000000085e+02
4.156621783441516449e+00,1.264000000000000057e+02
