distance,angle
2.380219475685220742e-01,0.000000000000000000e+00
2.390447003143945093e-01,8.000000000000000444e-01
2.314514129380436103e-01,1.600000000000000089e+00
2.176414825408800324e-01,2.400000000000000355e+00
2.184386538854596604e-01,3.200000000000000178e+00
2.104717142992482970e-01,4.000000000000000000e+00
2.066917535330746458e-01,4.800000000000000711e+00
1.917444385466655632e-01,5.600000000000000533e+00
1.938826629996830420e-01,6.400000000000000355e+00
1.928239830357710294e-01,7.200000000000000178e+00
1.804001687319911895e-01,8.000000000000000000e+00
1.836148678559013925e-01,8.800000000000000711e+00
1.706125867904286220e-01,9.600000000000001421e+00
1.757927924004912268e-01,1.040000000000000036e+01
1.706846061181487573e-01,1.120000000000000107e+01
1.626423605300504338e-01,1.200000000000000000e+01
1.595799275049604171e-01,1.280000000000000071e+01
1.605788818244002214e-01,1.360000000000000142e+01
1.541107771046896224e-01,1.440000000000000036e+01
1.534077588344937015e-01,1.520000000000000107e+01
1.531929306183826001e-01,1.600000000000000000e+01
1.521568649422231634e-01,1.680000000000000071e+01
1.448021100211006884e-01,1.760000000000000142e+01
1.489619129185192903e-01,1.840000000000000213e+01
1.478293133709586149e-01,1.920000000000000284e+01
1.413712475618061626e-01,2.000000000000000000e+01
1.355494727042806657e-01,2.080000000000000071e+01
1.413021068215330467e-01,2.160000000000000142e+01
1.371224079448692679e-01,2.240000000000000213e+01
1.428143256342984668e-01,2.320000000000000284e+01
1.295725594571883188e-01,2.400000000000000000e+01
1.343318605760197015e-01,2.480000000000000071e+01
1.252882331457234044e-01,2.560000000000000142e+01
1.312569764099489611e-01,2.640000000000000213e+01
1.284101756056289234e-01,2.720000000000000284e+01
1.255504711282023345e-01,2.800000000000000000e+01
1.255891070637351892e-01,2.880000000000000071e+01
1.235562304691282115e-01,2.960000000000000142e+01
1.179050496260517916e-01,3.040000000000000213e+01
1.171434745672459143e-01,3.120000000000000284e+01
1.182791760145114196e-01,3.200000000000000000e+01
1.149501550938202693e-01,3.280000000000000426e+01
1.168388915605612643e-01,3.360000000000000142e+01
1.143382575724287281e-01,3.439999999999999858e+01
1.148144908348095322e-01,3.520000000000000284e+01
1.118264740904663379e-01,3.600000000000000000e+01
1.155292539537229185e-01,3.680000000000000426e+01
1.151988104796526358e-01,3.760000000000000142e+01
1.147638273047200119e-01,3.840000000000000568e+01
1.104795488068028436e-01,3.920000000000000284e+01
1.091350273214596045e-01,4.000000000000000000e+01
1.098972001642825463e-01,4.080000000000000426e+01
1.098262518478046734e-01,4.160000000000000142e+01
1.094078221525739275e-01,4.240000000000000568e+01
1.120938827511634844e-01,4.320000000000000284e+01
1.034145774721062505e-01,4.400000000000000000e+01
1.080323403193714227e-01,4.480000000000000426e+01
1.073627372327928681e-01,4.560000000000000142e+01
1.067624439627456179e-01,4.640000000000000568e+01
1.068055136192709031e-01,4.720000000000000284e+01
1.056269704886428351e-01,4.800000000000000000e+01
1.051154681076177100e-01,4.880000000000000426e+01
1.055683696409662059e-01,4.960000000000000142e+01
1.036302788493262822e-01,5.040000000000000568e+01
1.045272883536794706e-01,5.120000000000000284e+01
1.035696271474311203e-01,5.200000000000000000e+01
1.028263953565701772e-01,5.280000000000000426e+01
1.045552538930164810e-01,5.360000000000000142e+01
1.019404389468047262e-01,5.440000000000000568e+01
1.054584500440787359e-01,5.520000000000000284e+01
1.012542136363237116e-01,5.600000000000000000e+01
1.012159639258422422e-01,5.680000000000000426e+01
1.045539470117923947e-01,5.760000000000000142e+01
1.029618563659775582e-01,5.840000000000000568e+01
1.007094690533787140e-01,5.920000000000000284e+01
1.013905557784428590e-01,6.000000000000000000e+01
1.050585794415167945e-01,6.080000000000000426e+01
9.978298104387602063e-02,6.160000000000000142e+01
9.743111089560779758e-02,6.240000000000000568e+01
1.005948096569449085e-01,6.320000000000000284e+01
1.021322717110785400e-01,6.400000000000000000e+01
9.995736034575086748e-02,6.479999999999999716e+01
1.014314084991700116e-01,6.560000000000000853e+01
1.024229630416344378e-01,6.640000000000000568e+01
1.048455489739145152e-01,6.720000000000000284e+01
1.052630545555050395e-01,6.800000000000000000e+01
9.949762505109564781e-02,6.879999999999999716e+01
1.007615185125785850e-01,6.960000000000000853e+01
1.043812845950258528e-01,7.040000000000000568e+01
1.027764064999489441e-01,7.120000000000000284e+01
1.049163886578770855e-01,7.200000000000000000e+01
1.088493912873439440e-01,7.279999999999999716e+01
1.044011825480759548e-01,7.360000000000000853e+01
1.080306930796857273e-01,7.440000000000000568e+01
1.040967769454120145e-01,7.520000000000000284e+01
1.022690979236480224e-01,7.600000000000000000e+01
1.015232615813832229e-01,7.680000000000001137e+01
1.056999138476569788e-01,7.760000000000000853e+01
1.056986755312126491e-01,7.840000000000000568e+01
1.042331540984145766e-01,7.920000000000000284e+01
1.069783186982524587e-01,8.000000000000000000e+01
1.064220022391114268e-01,8.080000000000001137e+01
1.108754377845629080e-01,8.160000000000000853e+01
1.118761190723917831e-01,8.240000000000000568e+01
1.090234697335201869e-01,8.320000000000000284e+01
1.114283108478074102e-01,8.400000000000000000e+01
1.128729844800572951e-01,8.480000000000001137e+01
1.116123911645913735e-01,8.560000000000000853e+01
1.130650662701922216e-01,8.640000000000000568e+01
1.096832011028394394e-01,8.720000000000000284e+01
1.119440775864960352e-01,8.800000000000000000e+01
1.156534699548715656e-01,8.880000000000001137e+01
1.165162839233522402e-01,8.960000000000000853e+01
1.141949963141829227e-01,9.040000000000000568e+01
1.178045039932873045e-01,9.120000000000000284e+01
1.194608661067557420e-01,9.200000000000000000e+01
1.186388838314998972e-01,9.280000000000001137e+01
1.244781653041531072e-01,9.360000000000000853e+01
1.248447831470878289e-01,9.440000000000000568e+01
1.216865945353369921e-01,9.520000000000000284e+01
1.285392187420505705e-01,9.600000000000000000e+01
1.286454892246644277e-01,9.680000000000001137e+01
1.279966665125064629e-01,9.760000000000000853e+01
1.312386146600937609e-01,9.840000000000000568e+01
1.328247093682231317e-01,9.920000000000000284e+01
1.290213666209556187e-01,1.000000000000000000e+02
1.300595518239024417e-01,1.008000000000000114e+02
1.370446270271937494e-01,1.016000000000000085e+02
1.375098855757323213e-01,1.024000000000000057e+02
1.424870279855916522e-01,1.032000000000000028e+02
1.398674437113211488e-01,1.040000000000000000e+02
1.497494386732013405e-01,1.048000000000000114e+02
1.484950013959321913e-01,1.056000000000000085e+02
1.455693475854369645e-01,1.064000000000000057e+02
1.502468024028804638e-01,1.072000000000000028e+02
1.518523297540025907e-01,1.080000000000000000e+02
1.509333197551064043e-01,1.088000000000000114e+02
1.557746034360597276e-01,1.096000000000000085e+02
1.597757137006648176e-01,1.104000000000000057e+02
1.607635558447265967e-01,1.112000000000000028e+02
1.616933019952243866e-01,1.120000000000000000e+02
1.684278554654498328e-01,1.128000000000000114e+02
1.698580623581064097e-01,1.136000000000000085e+02
1.758747031567885755e-01,1.144000000000000057e+02
1.807219436713113636e-01,1.152000000000000028e+02
1.877363320151672343e-01,1.160000000000000000e+02
1.839041430650338038e-01,1.168000000000000114e+02
1.916738385459143823e-01,1.176000000000000085e+02
1.983631021196225752e-01,1.184000000000000057e+02
1.978187147770235077e-01,1.192000000000000028e+02
2.089410853863496176e-01,1.200000000000000000e+02
2.203174057230923577e-01,1.208000000000000114e+02
2.237593356822028534e-01,1.216000000000000085e+02
2.341254139119210709e-01,1.224000000000000057e+02
2.410237402633484127e-01,1.232000000000000028e+02
2.450941720168946791e-01,1.240000000000000000e+02
2.540218091498634423e-01,1.248000000000000114e+02
2.639654779939635265e-01,1.256000000000000085e+02
2.716325572366198871e-01,1.264000000000000057e+02
2.923652377594053720e-01,1.272000000000000028e+02
3.048861379599350774e-01,1.280000000000000000e+02
3.157249849643752326e-01,1.288000000000000114e+02
3.304005638934368605e-01,1.295999999999999943e+02
3.494733194110748453e-01,1.304000000000000057e+02
3.872439222616055332e-01,1.312000000000000171e+02
4.373385851786463774e-01,1.320000000000000000e+02
4.803337333202827852e-01,1.328000000000000114e+02
7.139424773574539529e+00,1.335999999999999943e+02
7.179545658801602670e+00,1.344000000000000057e+02
7.315556464269332260e+00,1.352000000000000171e+02
7.378509714374565931e+00,1.360000000000000000e+02
7.804733335604990607e+00,1.368000000000000114e+02
7.534651773073881564e+00,1.375999999999999943e+02
7.890234055784281608e+00,1.384000000000000057e+02
8.194240624903736503e+00,1.392000000000000171e+02
7.862289436997347281e+00,1.400000000000000000e+02
7.873430913560710565e+00,1.408000000000000114e+02
7.888271606523636237e+00,1.415999999999999943e+02
7.638671447490718691e+00,1.424000000000000057e+02
7.543687489250821443e+00,1.432000000000000171e+02
2.338879464450892787e+00,1.440000000000000000e+02
2.163963620766158780e+00,1.448000000000000114e+02
2.109349167895599564e+00,1.455999999999999943e+02
2.057324835848457489e+00,1.464000000000000057e+02
2.086158196691466404e+00,1.472000000000000171e+02
1.962494881415787873e+00,1.480000000000000000e+02
1.929556989156089752e+00,1.488000000000000114e+02
1.950534042395460244e+00,1.495999999999999943e+02
1.906960456944122972e+00,1.504000000000000057e+02
1.847585677109966351e+00,1.512000000000000171e+02
1.879369262332120760e+00,1.520000000000000000e+02
1.751056864679499947e+00,1.528000000000000114e+02
1.783790439314617338e+00,1.536000000000000227e+02
1.871502232412052935e+00,1.544000000000000057e+02
1.765143530741742239e+00,1.552000000000000171e+02
1.823026934922265418e+00,1.560000000000000000e+02
1.753967965975500087e+00,1.568000000000000114e+02
1.743755346712699605e+00,1.576000000000000227e+02
1.705246969286023040e+00,1.584000000000000057e+02
1.746450084059437247e+00,1.592000000000000171e+02
1.675518540415527280e+00,1.600000000000000000e+02
1.729647899532541500e+00,1.608000000000000114e+02
1.711628670115710849e+00,1.616000000000000227e+02
1.747494057973105308e+00,1.624000000000000057e+02
1.681085308586685034e+00,1.632000000000000171e+02
1.731918321829417629e+00,1.640000000000000000e+02
1.714728079306756525e+00,1.648000000000000114e+02
1.687448341451525780e+00,1.656000000000000227e+02
1.645710912285115235e+00,1.664000000000000057e+02
1.688935309373841287e+00,1.672000000000000171e+02
1.717335505364379067e+00,1.680000000000000000e+02
1.751955954900699997e+00,1.688000000000000114e+02
1.763586207498733849e+00,1.696000000000000227e+02
1.679777526997559001e+00,1.704000000000000057e+02
1.772510372044965532e+00,1.712000000000000171e+02
1.717433678807100739e+00,1.720000000000000000e+02
1.778808636437518853e+00,1.728000000000000114e+02
1.680597189191041618e+00,1.736000000000000227e+02
1.661932380962661604e+00,1.744000000000000057e+02
1.804088860725346910e+00,1.752000000000000171e+02
1.765456840447863884e+00,1.760000000000000000e+02
1.835164564091511519e+00,1.768000000000000114e+02
1.759869083162708181e+00,1.776000000000000227e+02
1.824542953850444515e+00,1.784000000000000057e+02
1.914476898871842359e+00,1.792000000000000171e+02
1.888769290293722314e+00,1.800000000000000000e+02
1.896015738012950536e+00,1.808000000000000114e+02
1.890868290665153495e+00,1.816000000000000227e+02
1.975645064810879870e+00,1.824000000000000057e+02
2.126675926687960683e+00,1.832000000000000171e+02
2.056481609564085211e+00,1.840000000000000000e+02
2.080308842062080998e+00,1.848000000000000114e+02
2.163844167789010342e+00,1.856000000000000227e+02
2.297326118074705548e+00,1.864000000000000057e+02
6.110633392550389509e+00,1.872000000000000171e+02
6.215684955225255770e+00,1.880000000000000000e+02
6.412898531854152040e+00,1.888000000000000114e+02
6.343868042081231451e+00,1.896000000000000227e+02
6.233817049550458123e+00,1.904000000000000057e+02
6.301274360734573143e+00,1.912000000000000171e+02
6.329624303002955976e+00,1.920000000000000000e+02
6.327110070984576673e+00,1.928000000000000114e+02
6.304464336892475984e+00,1.936000000000000227e+02
6.399129240007129127e+00,1.944000000000000057e+02
6.090430760127530263e+00,1.952000000000000171e+02
6.722223462705034791e+00,1.960000000000000000e+02
6.488135124035466106e+00,1.968000000000000114e+02
6.299939922546105464e+00,1.976000000000000227e+02
6.493062578633830739e+00,1.984000000000000057e+02
6.631138343807013058e+00,1.992000000000000171e+02
6.559575405628278233e+00,2.000000000000000000e+02
6.463534852511084061e+00,2.008000000000000114e+02
6.824584077499867618e+00,2.016000000000000227e+02
6.604386239800617453e+00,2.024000000000000057e+02
6.668193847461675539e+00,2.032000000000000171e+02
6.555082882261705990e+00,2.040000000000000000e+02
6.686031332584054354e+00,2.048000000000000114e+02
6.719609265325643399e+00,2.056000000000000227e+02
6.661890137286350821e+00,2.064000000000000057e+02
6.970792049971032966e+00,2.072000000000000171e+02
7.180140298915701713e+00,2.080000000000000000e+02
6.958306612416229164e+00,2.088000000000000114e+02
6.981320408444109837e+00,2.096000000000000227e+02
7.042970401087893961e+00,2.104000000000000057e+02
7.041734980517104781e+00,2.112000000000000171e+02
7.479872597486292740e+00,2.120000000000000000e+02
7.296791506802147609e+00,2.128000000000000114e+02
7.617230361835752639e+00,2.136000000000000227e+02
7.383634457614282276e+00,2.144000000000000057e+02
7.162297149514921024e+00,2.152000000000000171e+02
7.426599856042499503e+00,2.160000000000000000e+02
7.582455883192563029e+00,2.168000000000000114e+02
7.689781843719681653e+00,2.176000000000000227e+02
7.656907107838537563e+00,2.184000000000000057e+02
7.490849181188221628e+00,2.192000000000000171e+02
7.556322001108921604e+00,2.200000000000000000e+02
7.500565909735203540e+00,2.208000000000000114e+02
7.364214040259635219e+00,2.216000000000000227e+02
6.991322682847052050e+00,2.224000000000000057e+02
7.285082147442810907e+00,2.232000000000000171e+02
7.288799547921277266e+00,2.240000000000000000e+02
6.809700109908246368e+00,2.248000000000000114e+02
6.607774558643505713e+00,2.256000000000000227e+02
6.625328296294389574e+00,2.264000000000000057e+02
6.592097938697105697e+00,2.272000000000000171e+02
6.582577427445796658e+00,2.280000000000000000e+02
6.498930366300662342e+00,2.288000000000000114e+02
6.254950908260301645e+00,2.296000000000000227e+02
6.379109052229907206e+00,2.304000000000000057e+02
6.144257101726121384e+00,2.312000000000000171e+02
6.168049010653890996e+00,2.320000000000000000e+02
5.773906931654102515e+00,2.328000000000000114e+02
6.041218725283949986e+00,2.336000000000000227e+02
5.926301442972524036e+00,2.344000000000000057e+02
5.901261117754318164e+00,2.352000000000000171e+02
5.741357947302023312e+00,2.360000000000000000e+02
5.732458510636777582e+00,2.368000000000000114e+02
5.727898478996327647e+00,2.376000000000000227e+02
5.535976898144858716e+00,2.384000000000000057e+02
5.592993987164839531e+00,2.392000000000000171e+02
5.442956129850692548e+00,2.400000000000000000e+02
5.462109481680881728e+00,2.408000000000000114e+02
5.401039273127907769e+00,2.416000000000000227e+02
5.427912930532990288e+00,2.424000000000000057e+02
5.251699047698199507e+00,2.432000000000000171e+02
5.266507519865108122e+00,2.440000000000000000e+02
5.173417417717119271e+00,2.448000000000000114e+02
5.282920031479258149e+00,2.456000000000000227e+02
5.111898033667086061e+00,2.464000000000000057e+02
5.350402480023164209e+00,2.472000000000000171e+02
5.124346009318849759e+00,2.480000000000000000e+02
5.053487391322251554e+00,2.488000000000000114e+02
5.085565648869009081e+00,2.496000000000000227e+02
5.119201964985467868e+00,2.504000000000000057e+02
4.951347034652630263e+00,2.512000000000000171e+02
5.064008640472859923e+00,2.520000000000000000e+02
5.090322267134102852e+00,2.528000000000000114e+02
5.040249139571019832e+00,2.536000000000000227e+02
4.945540964918040849e+00,2.544000000000000057e+02
4.964583793784529853e+00,2.552000000000000171e+02
5.023715807610331652e+00,2.560000000000000000e+02
5.004604558376407830e+00,2.568000000000000114e+02
4.932637353484551568e+00,2.576000000000000227e+02
5.050746654428722948e+00,2.584000000000000341e+02
4.884616899060585382e+00,2.591999999999999886e+02
4.892800854843067704e+00,2.600000000000000000e+02
4.860984532695644234e+00,2.608000000000000114e+02
4.815138683636049244e+00,2.616000000000000227e+02
4.764501652278775090e+00,2.624000000000000341e+02
4.901188501159059463e+00,2.631999999999999886e+02
4.899047779360768295e+00,2.640000000000000000e+02
4.799909056149487263e+00,2.648000000000000114e+02
4.807691803471186631e+00,2.656000000000000227e+02
4.886188146301743807e+00,2.664000000000000341e+02
4.776269971715836782e+00,2.671999999999999886e+02
4.795676597185299705e+00,2.680000000000000000e+02
4.725534320269746402e+00,2.688000000000000114e+02
4.744612851581678115e+00,2.696000000000000227e+02
4.891185202708309809e+00,2.704000000000000341e+02
5.008731539057325932e+00,2.711999999999999886e+02
4.648753740309448546e+00,2.720000000000000000e+02
4.778605169003776965e+00,2.728000000000000114e+02
4.763040501627600065e+00,2.736000000000000227e+02
4.825064578659389980e+00,2.744000000000000341e+02
4.812551623955816815e+00,2.751999999999999886e+02
4.982547133560398578e+00,2.760000000000000000e+02
4.804518649086070958e+00,2.768000000000000114e+02
5.020952170714766183e+00,2.776000000000000227e+02
4.984998020595789114e+00,2.784000000000000341e+02
4.826925999841628290e+00,2.791999999999999886e+02
4.876884598055034381e+00,2.800000000000000000e+02
4.848403571634379183e+00,2.808000000000000114e+02
4.844819488023976106e+00,2.816000000000000227e+02
5.108122236891779799e+00,2.824000000000000341e+02
4.968848388599963251e+00,2.831999999999999886e+02
4.938202359457930513e+00,2.840000000000000000e+02
4.960464968766930660e+00,2.848000000000000114e+02
4.918095685422525953e+00,2.856000000000000227e+02
4.937044406022708998e+00,2.864000000000000341e+02
