distance,angle
2.324376459644879322e-01,0.000000000000000000e+00
2.378944262702301637e-01,8.000000000000000444e-01
2.329916228356330721e-01,1.600000000000000089e+00
2.293695123096415600e-01,2.400000000000000355e+00
2.254989037460629342e-01,3.200000000000000178e+00
2.263186013086220527e-01,4.000000000000000000e+00
2.311748043213747161e-01,4.800000000000000711e+00
2.199557577572004985e-01,5.600000000000000533e+00
2.160725755975346773e-01,6.400000000000000355e+00
2.143343572976993683e-01,7.200000000000000178e+00
2.209121725644407619e-01,8.000000000000000000e+00
2.103576044213052165e-01,8.800000000000000711e+00
2.163328181329605138e-01,9.600000000000001421e+00
2.060335618514859413e-01,1.040000000000000036e+01
2.087116222064182292e-01,1.120000000000000107e+01
2.071756846088703419e-01,1.200000000000000000e+01
1.986285963057463078e-01,1.280000000000000071e+01
1.970957448234723353e-01,1.360000000000000142e+01
2.002294802580601996e-01,1.440000000000000036e+01
2.044511961944032730e-01,1.520000000000000107e+01
2.037119644522581430e-01,1.600000000000000000e+01
1.999486570801662644e-01,1.680000000000000071e+01
1.955049039498231167e-01,1.760000000000000142e+01
2.009705882938885024e-01,1.840000000000000213e+01
2.035239691441328991e-01,1.920000000000000284e+01
1.966669156430110588e-01,2.000000000000000000e+01
1.913815978314342969e-01,2.080000000000000071e+01
1.960138460999862331e-01,2.160000000000000142e+01
1.918645960858849919e-01,2.240000000000000213e+01
1.929574167035763010e-01,2.320000000000000284e+01
1.926428524976326329e-01,2.400000000000000000e+01
1.912397071814371796e-01,2.480000000000000071e+01
1.917342691569241808e-01,2.560000000000000142e+01
1.928414976175014950e-01,2.640000000000000213e+01
1.852973341762129966e-01,2.720000000000000284e+01
1.908503192906009227e-01,2.800000000000000000e+01
1.973015042038440414e-01,2.880000000000000071e+01
1.843507731296858687e-01,2.960000000000000142e+01
1.925161788873219204e-01,3.040000000000000213e+01
1.932793317958713952e-01,3.120000000000000284e+01
1.942541741603060479e-01,3.200000000000000000e+01
1.892998121670653455e-01,3.280000000000000426e+01
1.830874813378985388e-01,3.360000000000000142e+01
1.857371235280369515e-01,3.439999999999999858e+01
1.900924867381100225e-01,3.520000000000000284e+01
1.860045641692779361e-01,3.600000000000000000e+01
1.930068829229848737e-01,3.680000000000000426e+01
1.849192235724000932e-01,3.760000000000000142e+01
1.896328025575641230e-01,3.840000000000000568e+01
1.934698342971761797e-01,3.920000000000000284e+01
1.883293143956153992e-01,4.000000000000000000e+01
1.841557827425456539e-01,4.080000000000000426e+01
1.992056813646474467e-01,4.160000000000000142e+01
1.995308855649581825e-01,4.240000000000000568e+01
1.956191691744707806e-01,4.320000000000000284e+01
1.934995544447539184e-01,4.400000000000000000e+01
1.927929849295886011e-01,4.480000000000000426e+01
1.858156442628022820e-01,4.560000000000000142e+01
1.999148869507622328e-01,4.640000000000000568e+01
1.970093283980944299e-01,4.720000000000000284e+01
1.927211487057177708e-01,4.800000000000000000e+01
1.931352891895750934e-01,4.880000000000000426e+01
1.973130874880602015e-01,4.960000000000000142e+01
2.029733844801185350e-01,5.040000000000000568e+01
2.034602797179568823e-01,5.120000000000000284e+01
1.956246492646502300e-01,5.200000000000000000e+01
1.969935012721541479e-01,5.280000000000000426e+01
2.047223132290998115e-01,5.360000000000000142e+01
2.097078640958293938e-01,5.440000000000000568e+01
2.046126642233513371e-01,5.520000000000000284e+01
2.040246708617650950e-01,5.600000000000000000e+01
2.109766636625516334e-01,5.680000000000000426e+01
2.095333256400594424e-01,5.760000000000000142e+01
2.087357700272546024e-01,5.840000000000000568e+01
2.120118924359976897e-01,5.920000000000000284e+01
2.167105645489147969e-01,6.000000000000000000e+01
2.137872796205938786e-01,6.080000000000000426e+01
2.125329822055576912e-01,6.160000000000000142e+01
2.173508989873656760e-01,6.240000000000000568e+01
2.184202123182059085e-01,6.320000000000000284e+01
2.145853219165245740e-01,6.400000000000000000e+01
2.261407592662358912e-01,6.479999999999999716e+01
