distance,angle
1.139300800597354002e-01,0.000000000000000000e+00
1.109631929663194710e-01,8.000000000000000444e-01
1.074351663334074114e-01,1.600000000000000089e+00
1.091157459278561809e-01,2.400000000000000355e+00
1.143508464292059684e-01,3.200000000000000178e+00
1.159477020549582321e-01,4.000000000000000000e+00
1.146470809846290434e-01,4.800000000000000711e+00
1.116233531270106188e-01,5.600000000000000533e+00
1.132141688449424116e-01,6.400000000000000355e+00
1.185295046193312885e-01,7.200000000000000178e+00
1.186285509744308686e-01,8.000000000000000000e+00
1.181195337829616526e-01,8.800000000000000711e+00
1.169348683756851193e-01,9.600000000000001421e+00
1.133677621417780584e-01,1.040000000000000036e+01
1.173648900555123720e-01,1.120000000000000107e+01
1.240845747445157299e-01,1.200000000000000000e+01
1.220549745181383622e-01,1.280000000000000071e+01
1.233002001861058933e-01,1.360000000000000142e+01
1.231380428345007216e-01,1.440000000000000036e+01
1.255810592740481124e-01,1.520000000000000107e+01
1.242357069967622851e-01,1.600000000000000000e+01
1.261674043602413475e-01,1.680000000000000071e+01
1.298311353155450487e-01,1.760000000000000142e+01
1.307803526105761338e-01,1.840000000000000213e+01
1.329506002905741502e-01,1.920000000000000284e+01
1.283162493069908983e-01,2.000000000000000000e+01
1.331080784998670552e-01,2.080000000000000071e+01
1.390945559164579737e-01,2.160000000000000142e+01
1.345731438835924276e-01,2.240000000000000213e+01
1.335724242838570996e-01,2.320000000000000284e+01
1.391095184789427064e-01,2.400000000000000000e+01
1.402063000233014778e-01,2.480000000000000071e+01
1.426307971664473873e-01,2.560000000000000142e+01
1.422063992675937083e-01,2.640000000000000213e+01
1.446441859217383330e-01,2.720000000000000284e+01
1.433937216301338080e-01,2.800000000000000000e+01
1.523222108711440315e-01,2.880000000000000071e+01
1.495800375079883726e-01,2.960000000000000142e+01
1.566173634341742338e-01,3.040000000000000213e+01
1.612364303501422624e-01,3.120000000000000284e+01
1.598218852278595892e-01,3.200000000000000000e+01
1.609148774401312487e-01,3.280000000000000426e+01
1.700775297157023358e-01,3.360000000000000142e+01
1.691677553964298641e-01,3.439999999999999858e+01
1.696501755688797075e-01,3.520000000000000284e+01
1.816878581236077150e-01,3.600000000000000000e+01
1.842602096332501826e-01,3.680000000000000426e+01
1.833231260601031198e-01,3.760000000000000142e+01
1.845788592884179402e-01,3.840000000000000568e+01
1.910135334865707135e-01,3.920000000000000284e+01
1.967303318476548712e-01,4.000000000000000000e+01
1.986698926805745002e-01,4.080000000000000426e+01
2.052473262229829731e-01,4.160000000000000142e+01
2.109755438007565320e-01,4.240000000000000568e+01
2.199549818938484058e-01,4.320000000000000284e+01
2.327752332465947982e-01,4.400000000000000000e+01
2.238566982386796800e-01,4.480000000000000426e+01
2.345693338533763328e-01,4.560000000000000142e+01
2.480452313548255072e-01,4.640000000000000568e+01
2.552317377064596826e-01,4.720000000000000284e+01
2.747595318862973701e-01,4.800000000000000000e+01
2.800940179686353115e-01,4.880000000000000426e+01
2.908850789414607618e-01,4.960000000000000142e+01
3.053527109903220738e-01,5.040000000000000568e+01
3.285193969666563851e-01,5.120000000000000284e+01
3.416658961818657136e-01,5.200000000000000000e+01
3.563969790990130226e-01,5.280000000000000426e+01
3.930246069026954170e-01,5.360000000000000142e+01
4.246472247586551840e-01,5.440000000000000568e+01
4.724321821194421012e-01,5.520000000000000284e+01
3.498826500848453147e+00,5.600000000000000000e+01
3.654560838855757332e+00,5.680000000000000426e+01
3.532193689459480535e+00,5.760000000000000142e+01
3.591089588443170388e+00,5.840000000000000568e+01
3.455891594481241391e+00,5.920000000000000284e+01
3.468716171408914750e+00,6.000000000000000000e+01
3.468495511013669041e+00,6.080000000000000426e+01
3.346332739608303797e+00,6.160000000000000142e+01
3.393991400802777392e+00,6.240000000000000568e+01
3.334430242333318528e+00,6.320000000000000284e+01
3.417695704507670129e+00,6.400000000000000000e+01
3.353947172091037654e+00,6.479999999999999716e+01
3.249300771925051290e+00,6.560000000000000853e+01
3.170702272601425342e+00,6.640000000000000568e+01
3.293679713782866170e+00,6.720000000000000284e+01
3.219819419665982618e+00,6.800000000000000000e+01
3.304658388150045756e+00,6.879999999999999716e+01
3.170930683132714201e+00,6.960000000000000853e+01
3.216919885293781700e+00,7.040000000000000568e+01
3.167568309814972505e+00,7.120000000000000284e+01
3.236342793032914056e+00,7.200000000000000000e+01
3.052556065030261223e+00,7.279999999999999716e+01
3.056756856389784005e+00,7.360000000000000853e+01
3.187246360839372628e+00,7.440000000000000568e+01
3.031238453227532936e+00,7.520000000000000284e+01
3.193533704200419709e+00,7.600000000000000000e+01
3.141573619653196481e+00,7.680000000000001137e+01
3.033508757914333387e+00,7.760000000000000853e+01
3.041348978633405142e+00,7.840000000000000568e+01
3.097498407159840372e+00,7.920000000000000284e+01
3.063105799760764913e+00,8.000000000000000000e+01
3.082767614886714469e+00,8.080000000000001137e+01
2.991479670789812140e+00,8.160000000000000853e+01
3.001446027022382612e+00,8.240000000000000568e+01
3.128689528695514532e+00,8.320000000000000284e+01
2.953290515857233345e+00,8.400000000000000000e+01
3.058724608453482485e+00,8.480000000000001137e+01
3.082913668735075330e+00,8.560000000000000853e+01
2.980523036579824758e+00,8.640000000000000568e+01
3.005127538198999471e+00,8.720000000000000284e+01
3.044004142766781218e+00,8.800000000000000000e+01
3.027239350998852441e+00,8.880000000000001137e+01
2.952638914266629389e+00,8.960000000000000853e+01
2.977731675541652301e+00,9.040000000000000568e+01
3.008023707221560095e+00,9.120000000000000284e+01
3.093083877767591972e+00,9.200000000000000000e+01
2.986931994401355261e+00,9.280000000000001137e+01
3.006958938536000936e+00,9.360000000000000853e+01
3.084036840329040352e+00,9.440000000000000568e+01
3.044821017650781059e+00,9.520000000000000284e+01
3.112624956137279852e+00,9.600000000000000000e+01
3.127283343454637876e+00,9.680000000000001137e+01
3.096612758488122452e+00,9.760000000000000853e+01
3.125746984790052085e+00,9.840000000000000568e+01
3.044366087913331409e+00,9.920000000000000284e+01
3.006973087333294714e+00,1.000000000000000000e+02
3.008049421546713287e+00,1.008000000000000114e+02
3.045802440221157870e+00,1.016000000000000085e+02
3.051429392841443100e+00,1.024000000000000057e+02
3.076921829317542212e+00,1.032000000000000028e+02
3.086381772239980226e+00,1.040000000000000000e+02
3.117516731768537497e+00,1.048000000000000114e+02
3.263833503440164208e+00,1.056000000000000085e+02
3.182074575973798947e+00,1.064000000000000057e+02
3.126033728859472394e+00,1.072000000000000028e+02
3.251064180518242086e+00,1.080000000000000000e+02
3.185108843601300865e+00,1.088000000000000114e+02
3.172646714852580541e+00,1.096000000000000085e+02
3.337989780086297209e+00,1.104000000000000057e+02
3.316752520052106412e+00,1.112000000000000028e+02
3.378745154882635049e+00,1.120000000000000000e+02
3.334332300604621935e+00,1.128000000000000114e+02
3.316667222928200598e+00,1.136000000000000085e+02
3.362080745417881378e+00,1.144000000000000057e+02
3.372878107482381260e+00,1.152000000000000028e+02
3.203608687366106267e+00,1.160000000000000000e+02
3.409770750995276156e+00,1.168000000000000114e+02
3.379255693812118544e+00,1.176000000000000085e+02
3.466414402085770785e+00,1.184000000000000057e+02
3.442407490852543273e+00,1.192000000000000028e+02
3.356229500302501112e+00,1.200000000000000000e+02
3.731771240804117262e+00,1.208000000000000114e+02
3.577198153484829835e+00,1.216000000000000085e+02
3.488662303499066919e+00,1.224000000000000057e+02
3.653276880935568016e+00,1.232000000000000028e+02
3.589799832266729496e+00,1.240000000000000000e+02
3.741214849310330326e+00,1.248000000000000114e+02
3.761869242783783207e+00,1.256000000000000085e+02
3.741662565288478071e+00,1.264000000000000057e+02
3.696511260076826844e+00,1.272000000000000028e+02
3.866757130875787762e+00,1.280000000000000000e+02
3.798768856952708717e+00,1.288000000000000114e+02
3.773778834225583356e+00,1.295999999999999943e+02
3.774946837697912727e+00,1.304000000000000057e+02
4.013085999309164542e+00,1.312000000000000171e+02
4.139016314648247707e+00,1.320000000000000000e+02
4.127802033385420621e+00,1.328000000000000114e+02
4.207984135340507414e+00,1.335999999999999943e+02
4.297002329107607821e+00,1.344000000000000057e+02
4.276373716847572837e+00,1.352000000000000171e+02
4.350848707858563813e+00,1.360000000000000000e+02
4.478456722157515557e+00,1.368000000000000114e+02
4.446301902497411085e+00,1.375999999999999943e+02
4.549189566657256378e+00,1.384000000000000057e+02
4.595296501109845444e+00,1.392000000000000171e+02
4.781276210976554530e+00,1.400000000000000000e+02
